"","hiato","sup","juroreal"
"1",-1.18527161770302,2.82719742218848,14.2531636414712
"2",-1.68042584970796,2.73264334393001,16.2655025398954
"3",-0.58150986409703,2.79201021311573,20.0747625746324
"4",-0.29507241365444,2.75158820935059,18.2058603726366
"5",-2.21518139348352,3.24598128798119,15.1001965301655
"6",-3.06016945446528,3.70383074321862,13.8096672874258
"7",-2.87991466580358,3.92102831213847,12.6113893964345
"8",-2.72000670820843,4.10307577140854,10.1448824627305
"9",-1.66687983464104,4.27763417147389,9.07843690915942
"10",-0.735474900025657,4.19331578078214,10.5763163732862
"11",-0.477171030027734,3.97030733127931,10.5571344319466
"12",-0.738439148885683,3.67729074728763,10.889992412311
"13",-1.37674623785513,3.65546351117012,12.1766590093056
"14",-0.789299504299967,3.82959467106982,12.672360304083
"15",-1.91694147318061,3.91809937887714,12.6758258075775
"16",-2.20679804573373,3.86126653193272,11.9830997768647
"17",-1.4277218374817,3.32458630972921,10.5691327923505
"18",-1.67165846113839,3.48747948347708,10.4069994226658
"19",-1.36354628494001,3.28654867269735,9.49990868596545
"20",-1.5637931296253,3.180166063078,8.51203399302132
"21",-0.603859465313927,3.36517161327713,7.95559275575788
"22",0.323855152850028,3.13008754531524,7.40611204610986
"23",0.189467265046517,2.83101527664828,7.23321619929063
"24",0.896175494848084,2.5530472800233,7.31852146386858
"25",1.43461654783226,2.69380783331506,7.41841313793981
"26",1.71657798308478,2.40720054113267,8.37293678399999
"27",2.61253236891306,2.2877608867649,8.8208771968683
"28",-2.24722856443039,2.56812666383336,8.54302634338027
"29",-5.24736519936471,2.51651466845902,5.9700138907647
"30",-3.77368724993103,2.49252729634541,5.2263860709562
"31",-2.3573606152469,2.30393034603128,4.92294065413916
"32",-0.769151599254936,2.14560301367653,5.45954581425957
"33",-0.149240003017703,1.64985408517538,5.71145232442921
"34",1.04283364070763,1.33122669453083,6.40068404500436
"35",1.57421916727214,0.909857105024447,5.9874656911088
"36",1.92138488346136,0.987845127930281,5.83019901513216
"37",1.50202716931254,1.25958116191483,6.52467519482535
"38",1.8600042424749,1.27392186928841,6.81254820363325
"39",1.00306352001336,1.70167641303379,5.92544017904931
"40",0.579741587900084,1.70072444431559,4.33622293777205
"41",-0.118399597027374,2.0094665733037,3.87437127012567
"42",0.205122217807308,1.92200632654381,2.46361290218102
"43",1.24306481957654,1.52358717660045,1.77723158175815
"44",0.941551214691705,1.13706454215915,1.65867269609927
"45",0.729005605110244,0.684564468716815,1.88714527086119
"46",2.2081362430074,0.356250645497342,2.73572426117052
"47",2.56699693378579,-0.0927107134405861,3.53928470185002
"48",2.17359633290108,-0.129582070233846,4.0867236388351
"49",2.47884626899113,-0.441935592827702,4.79413634500548
"50",1.12620002962605,-0.590145715023745,4.78610245325827
"51",1.07867748411983,-1.16632785308851,4.73760849901382
"52",1.3646921522779,-1.83304025816188,5.4243081102493
"53",0.104533602539303,-1.6676551160152,5.90483097154388
"54",-1.65261354572186,-1.34104791003932,7.11207971847509
"55",-3.05794877773417,-0.37828748872074,8.1298025360981
"56",-3.85132812817741,-0.0521401379868703,8.12918839454196
"57",-4.41029927781025,0.0725902121443251,7.02858053901328
"58",-5.07015713999036,0.138186875201306,6.67238216418521
"59",-5.3346168761314,-0.204919468893488,7.14095392999573
"60",-6.01846275794701,-0.883202568724587,6.94906294452221
"61",-4.79473328975196,-0.591193932460745,5.61429682859305
"62",-4.36887400753994,-0.89610736391336,4.54175826156461
"63",-4.30963360114132,-0.937906083732663,3.40444825621395
"64",-4.39596245547689,-0.540477585809311,2.92432611376465
